campanha,servico,plataforma,inicio,fim,investimento,cliques,impressoes,ctr,leads,cpl,conversoes,cpa,receita,roi,automacoes_executadas,posts_publicados,engajamento
Anúncio Institucional - TikTok,Copywriting,TikTok Ads,2024-07-07,2024-07-30,2086.48,21269,234394,9.07,7242,0.29,1429,1.46,1329417.55,63615.81,0,0,11.95
Natal Antecipado - Email,Automações,Email Marketing,2024-08-11,2024-09-04,9918.62,32462,179215,18.11,9202,1.08,7224,1.37,2392935.43,24025.69,41,0,0.0
Campanha de Conversão - Instagram,Tráfego Pago,Instagram Ads,2024-08-10,2024-10-05,5833.97,93146,493773,18.86,32794,0.18,6654,0.88,4179209.51,71535.77,0,0,0.0
Black Friday - Email,Design,Email Marketing,2025-04-27,2025-05-06,5782.77,25587,347753,7.36,3306,1.75,175,33.04,107290.46,1755.35,0,0,11.67
Campanha de Engajamento - WhatsApp,Copywriting,WhatsApp,2024-09-17,2024-10-13,7499.92,56337,426777,13.2,24666,0.3,15003,0.5,967412.9,12798.98,0,0,8.76
Anúncio Institucional - WhatsApp,Tráfego Pago,WhatsApp,2024-07-29,2024-08-21,5644.61,10411,77428,13.45,925,6.1,6,940.77,3648.69,-35.36,0,0,0.0
Remarketing - TikTok,Copywriting,TikTok Ads,2024-04-13,2024-06-11,5022.92,2721,203100,1.34,126,39.86,123,40.84,216479.01,4209.82,0,0,9.92
Lançamento Produto - TikTok,Copywriting,TikTok Ads,2023-10-15,2023-12-12,3232.25,5159,108586,4.75,2286,1.41,1871,1.73,555322.91,17080.69,0,0,3.74
Campanha de Conversão - Google,Automações,Google Ads,2025-03-23,2025-05-15,4403.56,63974,334642,19.12,7666,0.57,5214,0.84,7780900.28,176595.68,37,0,0.0
Lançamento Produto - TikTok,Social Media,TikTok Ads,2023-03-30,2023-05-29,5555.85,67263,403970,16.65,26455,0.21,20192,0.28,33474235.12,602404.3,0,12,13.1
Captação de Leads - WhatsApp,Design,WhatsApp,2023-08-22,2023-10-15,5718.8,9815,60298,16.28,1023,5.59,305,18.75,458438.74,7916.35,0,0,4.24
Captação de Leads - Google,Social Media,Google Ads,2023-02-27,2023-04-07,6827.31,49221,434819,11.32,5069,1.35,3879,1.76,904696.87,13151.15,0,8,0.99
Campanha de Engajamento - WhatsApp,Tráfego Pago,WhatsApp,2023-09-26,2023-11-02,7392.48,7363,366375,2.01,2595,2.85,1586,4.66,1916183.47,25820.71,0,0,0.0
Captação de Leads - Facebook,Social Media,Facebook Ads,2025-05-26,2025-07-06,5853.66,36331,359332,10.11,1850,3.16,859,6.81,779114.89,13209.88,0,15,9.12
Promoção Verão - Instagram,Social Media,Instagram Ads,2023-01-04,2023-03-04,4741.08,3394,281938,1.2,775,6.12,480,9.88,217230.91,4481.89,0,3,5.95
Anúncio Institucional - WhatsApp,Social Media,WhatsApp,2023-03-23,2023-04-01,7437.64,52108,455712,11.43,25251,0.29,22975,0.32,11995107.3,161175.72,0,7,4.94
Captação de Leads - Instagram,Copywriting,Instagram Ads,2023-09-03,2023-09-23,9752.44,36071,398034,9.06,11778,0.83,2718,3.59,271658.54,2685.54,0,0,0.67
Anúncio Institucional - TikTok,Tráfego Pago,TikTok Ads,2023-11-25,2024-01-05,6543.96,22423,447251,5.01,10107,0.65,4193,1.56,1705217.31,25957.88,0,0,0.0
Natal Antecipado - Email,Social Media,Email Marketing,2023-05-08,2023-06-18,7214.67,16403,462356,3.55,7260,0.99,5909,1.22,3301136.02,45655.88,0,18,11.72
Promoção Relâmpago - Email,Social Media,Email Marketing,2024-09-30,2024-10-11,9175.61,13615,212109,6.42,5316,1.73,2053,4.47,3697066.74,40192.33,0,10,13.42
Anúncio Institucional - Instagram,Design,Instagram Ads,2024-02-26,2024-04-09,4009.15,9223,273748,3.37,2835,1.41,381,10.52,754666.93,18723.61,0,0,12.83
Lançamento Produto - TikTok,Tráfego Pago,TikTok Ads,2024-11-29,2025-01-23,5457.55,31284,392282,7.97,1622,3.36,769,7.1,1253086.38,22860.6,0,0,0.0
Remarketing - Facebook,Social Media,Facebook Ads,2024-10-29,2024-12-02,2551.92,40387,402239,10.04,14381,0.18,427,5.98,845753.23,33041.84,0,12,0.97
Remarketing - TikTok,Copywriting,TikTok Ads,2024-09-17,2024-10-02,9163.98,18225,250331,7.28,8580,1.07,6799,1.35,7043376.64,76759.36,0,0,11.5
Promoção Relâmpago - Google,Social Media,Google Ads,2024-05-01,2024-05-10,980.86,48780,342746,14.23,13867,0.07,1828,0.54,288236.27,29286.08,0,19,11.46
Promoção Relâmpago - Instagram,Design,Instagram Ads,2025-03-12,2025-05-07,5356.82,31098,398104,7.81,11272,0.48,5542,0.97,9623193.31,179543.77,0,0,3.31
Campanha de Engajamento - WhatsApp,Social Media,WhatsApp,2025-05-03,2025-05-19,7363.77,43860,308419,14.22,1621,4.54,713,10.33,806621.07,10853.91,0,27,4.98
Promoção Relâmpago - WhatsApp,Copywriting,WhatsApp,2025-05-26,2025-06-10,1455.79,1870,36045,5.19,319,4.56,215,6.77,374775.97,25643.82,0,0,11.49
Campanha de Conversão - Google,Social Media,Google Ads,2024-10-27,2024-11-19,961.76,43412,437131,9.93,19347,0.05,4757,0.2,2931710.12,304727.62,0,15,5.45
Campanha de Engajamento - Google,Design,Google Ads,2025-06-21,2025-08-06,6016.97,59223,407395,14.54,2679,2.25,2002,3.01,2344205.7,38859.9,0,0,3.63
Natal Antecipado - Instagram,Design,Instagram Ads,2025-05-13,2025-06-22,5643.73,25756,193005,13.34,9546,0.59,4366,1.29,5522806.36,97757.38,0,0,2.67
Promoção Verão - WhatsApp,Copywriting,WhatsApp,2023-03-23,2023-05-12,6019.17,272,11466,2.37,28,214.97,19,316.8,1674.77,-72.18,0,0,5.83
Campanha de Engajamento - Email,Design,Email Marketing,2024-06-28,2024-07-10,7306.15,11340,120515,9.41,4508,1.62,2361,3.09,3968668.32,54219.56,0,0,14.2
Remarketing - WhatsApp,Copywriting,WhatsApp,2024-09-26,2024-10-15,5116.1,8030,117780,6.82,611,8.37,119,42.99,209575.13,3996.38,0,0,2.54
Remarketing - TikTok,Social Media,TikTok Ads,2023-02-06,2023-03-25,8211.57,2708,18147,14.92,183,44.87,179,45.87,43057.51,424.35,0,4,7.98
Campanha de Engajamento - Facebook,Social Media,Facebook Ads,2024-09-21,2024-11-07,6027.17,8788,62502,14.06,3546,1.7,752,8.01,813516.37,13397.49,0,20,8.22
Captação de Leads - Email,Automações,Email Marketing,2024-08-01,2024-09-27,4249.0,19667,196455,10.01,5204,0.82,4610,0.92,7143806.05,168029.11,38,0,0.0
Captação de Leads - TikTok,Social Media,TikTok Ads,2024-10-14,2024-12-02,3156.54,33412,246651,13.55,9722,0.32,6954,0.45,11795716.91,373591.35,0,3,6.12
Campanha de Conversão - WhatsApp,Social Media,WhatsApp,2024-06-18,2024-07-13,6874.84,999,29790,3.35,469,14.66,408,16.85,524424.68,7528.17,0,11,13.58
Remarketing - WhatsApp,Copywriting,WhatsApp,2025-05-15,2025-07-05,7501.1,10189,328182,3.1,3041,2.47,786,9.54,151828.59,1924.08,0,0,9.63
Campanha de Engajamento - Google,Automações,Google Ads,2023-01-02,2023-01-13,6480.8,42999,358861,11.98,3478,1.86,3373,1.92,4574935.57,70492.14,49,0,0.0
Campanha de Engajamento - TikTok,Copywriting,TikTok Ads,2023-02-10,2023-03-28,8382.41,9454,86245,10.96,79,106.11,30,279.41,43024.61,413.27,0,0,11.42
Captação de Leads - Email,Design,Email Marketing,2023-03-27,2023-05-09,2526.68,22940,151929,15.1,6232,0.41,1023,2.47,673055.0,26537.92,0,0,1.84
Promoção Verão - Email,Automações,Email Marketing,2025-03-04,2025-04-13,8869.24,23065,492150,4.69,2039,4.35,882,10.06,1251276.2,14008.04,3,0,0.0
Black Friday - WhatsApp,Social Media,WhatsApp,2025-05-14,2025-07-11,763.51,57553,368446,15.62,27947,0.03,16543,0.05,2846657.53,372738.28,0,8,0.3
Natal Antecipado - Email,Tráfego Pago,Email Marketing,2024-08-02,2024-09-21,381.04,20923,245201,8.53,10241,0.04,5780,0.07,10130054.67,2658427.89,0,0,0.0
Promoção Verão - Google,Automações,Google Ads,2023-06-20,2023-08-14,5055.69,4010,151081,2.65,131,38.59,5,1011.14,704.92,-86.06,13,0,0.0
Remarketing - Instagram,Tráfego Pago,Instagram Ads,2023-07-24,2023-08-20,7740.26,17638,105132,16.78,8063,0.96,7658,1.01,1323025.0,16992.77,0,0,0.0
Remarketing - Google,Tráfego Pago,Google Ads,2025-06-10,2025-07-28,9823.64,71555,442866,16.16,11876,0.83,4125,2.38,4834977.12,49117.78,0,0,0.0
Natal Antecipado - Instagram,Design,Instagram Ads,2024-06-14,2024-06-28,6911.15,18905,195632,9.66,9087,0.76,6734,1.03,13166428.62,190409.95,0,0,6.69
Remarketing - Email,Social Media,Email Marketing,2023-12-26,2024-02-14,1846.5,2275,146961,1.55,283,6.52,147,12.56,170807.43,9150.33,0,28,14.34
Natal Antecipado - Facebook,Social Media,Facebook Ads,2024-01-21,2024-03-04,4808.3,26831,237483,11.3,9775,0.49,7460,0.64,14343749.65,298212.29,0,20,8.43
Natal Antecipado - Google,Social Media,Google Ads,2025-03-07,2025-04-17,9990.82,22056,142745,15.45,8449,1.18,5623,1.78,5861545.15,58569.31,0,30,0.39
Captação de Leads - Instagram,Automações,Instagram Ads,2023-08-22,2023-09-10,2425.02,29109,190291,15.3,8675,0.28,8059,0.3,13064021.33,538618.09,0,0,0.0
Natal Antecipado - Email,Social Media,Email Marketing,2023-02-16,2023-03-18,9398.43,75330,463781,16.24,26237,0.36,806,11.66,468898.78,4889.12,0,17,14.35
Black Friday - Google,Tráfego Pago,Google Ads,2024-08-02,2024-08-31,2830.85,31145,184230,16.91,4494,0.63,93,30.44,177541.47,6171.67,0,0,0.0
Remarketing - Instagram,Social Media,Instagram Ads,2024-08-22,2024-09-27,1638.97,52465,423971,12.37,21066,0.08,8922,0.18,1188123.47,72392.08,0,5,8.92
Lançamento Produto - Facebook,Social Media,Facebook Ads,2023-07-28,2023-08-30,3897.22,721,6958,10.36,151,25.81,104,37.47,135680.2,3381.46,0,22,7.35
Campanha de Engajamento - Facebook,Social Media,Facebook Ads,2024-06-30,2024-07-14,1550.81,3048,77817,3.92,841,1.84,821,1.89,287900.55,18464.53,0,21,1.49
Campanha de Engajamento - TikTok,Automações,TikTok Ads,2023-01-24,2023-03-10,1411.52,17219,325821,5.28,7383,0.19,5815,0.24,11113562.28,787247.14,20,0,0.0
Promoção Verão - Facebook,Social Media,Facebook Ads,2025-04-14,2025-05-05,5217.51,2884,136867,2.11,364,14.33,96,54.35,19232.8,268.62,0,11,12.3
Campanha de Engajamento - TikTok,Social Media,TikTok Ads,2025-06-29,2025-08-17,457.47,43768,479155,9.13,14131,0.03,3108,0.15,253996.42,55421.98,0,30,5.92
Promoção Verão - Google,Social Media,Google Ads,2025-06-06,2025-06-25,825.86,17874,118129,15.13,5171,0.16,4682,0.18,9361366.17,1133429.43,0,23,0.19
Campanha de Engajamento - Facebook,Copywriting,Facebook Ads,2024-01-25,2024-02-18,5963.74,4231,223500,1.89,1393,4.28,609,9.79,363079.58,5988.12,0,0,11.91
Remarketing - Instagram,Automações,Instagram Ads,2024-11-29,2025-01-06,6985.68,45411,233403,19.46,13617,0.51,2817,2.48,2280127.5,32540.02,0,0,0.0
Promoção Relâmpago - Instagram,Tráfego Pago,Instagram Ads,2023-06-26,2023-08-06,9513.52,23311,203610,11.45,2858,3.33,80,118.92,27097.9,184.84,0,0,0.0
Promoção Relâmpago - TikTok,Design,TikTok Ads,2024-01-04,2024-01-31,9755.38,29267,340843,8.59,13008,0.75,2254,4.33,787193.79,7969.33,0,0,7.97
Remarketing - Facebook,Design,Facebook Ads,2023-09-11,2023-10-05,2016.52,36562,395577,9.24,7183,0.28,4042,0.5,1596300.35,79061.15,0,0,11.83
Lançamento Produto - Google,Design,Google Ads,2025-06-10,2025-06-26,3954.58,13807,133531,10.34,6780,0.58,1888,2.09,393075.02,9839.74,0,0,7.95
Campanha de Conversão - WhatsApp,Automações,WhatsApp,2025-03-31,2025-05-02,8277.94,38886,484418,8.03,9313,0.89,8178,1.01,16232513.32,195993.63,39,0,0.0
Black Friday - Email,Tráfego Pago,Email Marketing,2023-11-17,2023-12-05,6409.21,13677,447834,3.05,1963,3.27,1700,3.77,2450219.28,38129.66,0,0,0.0
Natal Antecipado - Email,Design,Email Marketing,2023-03-21,2023-04-18,3334.34,7758,61450,12.62,1295,2.57,827,4.03,777212.07,23209.32,0,0,6.97
Captação de Leads - Google,Automações,Google Ads,2025-05-12,2025-06-10,9960.32,19737,106252,18.58,3316,3.0,1534,6.49,2772783.26,27738.29,16,0,0.0
Captação de Leads - WhatsApp,Copywriting,WhatsApp,2024-05-04,2024-06-05,2520.81,8714,283033,3.08,2602,0.97,2574,0.98,2171328.85,86036.16,0,0,6.39
Campanha de Engajamento - TikTok,Tráfego Pago,TikTok Ads,2024-03-28,2024-05-01,4606.32,3904,174065,2.24,1431,3.22,566,8.14,927928.26,20044.68,0,0,0.0
Promoção Verão - Google,Automações,Google Ads,2023-08-07,2023-10-06,2390.22,10500,333024,3.15,1526,1.57,1496,1.6,1850721.7,77328.93,45,0,0.0
Promoção Verão - Facebook,Copywriting,Facebook Ads,2024-09-16,2024-11-04,4876.1,20585,135721,15.17,9905,0.49,1699,2.87,1564874.65,31992.75,0,0,4.9
Natal Antecipado - Google,Automações,Google Ads,2025-05-02,2025-06-17,7751.08,28636,338679,8.46,3458,2.24,1095,7.08,1918243.83,24648.08,1,0,0.0
Captação de Leads - TikTok,Automações,TikTok Ads,2025-06-04,2025-07-09,8585.59,7889,116283,6.78,2586,3.32,1513,5.67,2248445.57,26088.6,25,0,0.0
Remarketing - WhatsApp,Design,WhatsApp,2024-12-16,2025-01-13,4284.02,12192,490849,2.48,5428,0.79,3484,1.23,5010678.86,116862.08,0,0,14.59
Promoção Relâmpago - Email,Copywriting,Email Marketing,2023-06-25,2023-08-02,8153.44,25590,131974,19.39,7627,1.07,5809,1.4,4551342.49,55721.13,0,0,2.85
Lançamento Produto - Instagram,Design,Instagram Ads,2025-04-14,2025-06-11,6714.09,165,404071,0.04,69,97.31,61,110.07,76284.44,1036.18,0,0,14.09
Remarketing - Google,Social Media,Google Ads,2024-01-27,2024-02-25,7589.41,4016,38488,10.43,1429,5.31,584,13.0,866133.02,11312.39,0,3,2.87
Campanha de Conversão - Instagram,Design,Instagram Ads,2024-05-25,2024-07-18,6750.86,70416,435427,16.17,9105,0.74,62,108.88,64635.75,857.44,0,0,0.4
Captação de Leads - TikTok,Design,TikTok Ads,2023-05-05,2023-05-12,1701.44,9905,56987,17.38,4337,0.39,858,1.98,833445.27,48884.7,0,0,2.36
Lançamento Produto - Facebook,Tráfego Pago,Facebook Ads,2023-10-05,2023-11-08,2898.83,61480,383236,16.04,19669,0.15,14239,0.2,3859416.29,133037.03,0,0,0.0
Captação de Leads - Google,Design,Google Ads,2023-04-10,2023-05-02,8103.55,5727,189289,3.03,2594,3.12,221,36.67,94941.78,1071.61,0,0,0.97
Natal Antecipado - Facebook,Social Media,Facebook Ads,2023-10-15,2023-11-22,4295.31,40301,246637,16.34,14107,0.3,12682,0.34,22042121.9,513067.2,0,2,2.47
Anúncio Institucional - Facebook,Automações,Facebook Ads,2024-10-05,2024-11-02,457.43,33617,396080,8.49,12280,0.04,9969,0.05,19066339.42,4168043.63,34,0,0.0
Campanha de Engajamento - WhatsApp,Social Media,WhatsApp,2024-06-02,2024-07-06,1907.45,8782,44158,19.89,61,31.27,29,65.77,15846.85,730.79,0,20,8.01
Promoção Relâmpago - TikTok,Social Media,TikTok Ads,2025-06-11,2025-06-21,433.27,33626,373391,9.01,4254,0.1,890,0.49,1541716.75,355732.79,0,7,0.55
Black Friday - Facebook,Tráfego Pago,Facebook Ads,2024-07-16,2024-08-17,6992.73,21940,213099,10.3,3012,2.32,910,7.68,1731999.24,24668.57,0,0,0.0
Lançamento Produto - TikTok,Social Media,TikTok Ads,2024-04-12,2024-04-29,411.06,19666,268026,7.34,702,0.59,237,1.73,316686.51,76941.43,0,14,11.89
Remarketing - Facebook,Tráfego Pago,Facebook Ads,2024-09-24,2024-11-20,3354.6,2952,113190,2.61,327,10.26,241,13.92,457629.62,13541.85,0,0,0.0
Campanha de Engajamento - Facebook,Tráfego Pago,Facebook Ads,2024-03-12,2024-03-29,872.6,10529,255095,4.13,3933,0.22,657,1.33,263203.61,30063.15,0,0,0.0
Black Friday - Email,Tráfego Pago,Email Marketing,2024-02-08,2024-02-27,4953.39,90429,466876,19.37,14015,0.35,13515,0.37,18185538.9,367033.19,0,0,0.0
Lançamento Produto - Instagram,Automações,Instagram Ads,2023-05-22,2023-06-26,9699.16,2416,92644,2.61,895,10.84,546,17.76,465576.99,4700.18,42,0,0.0
Natal Antecipado - Instagram,Tráfego Pago,Instagram Ads,2023-03-24,2023-05-04,1488.97,17613,211322,8.33,4382,0.34,4118,0.36,2399931.82,161080.67,0,0,0.0
Anúncio Institucional - WhatsApp,Automações,WhatsApp,2025-04-14,2025-06-07,4232.34,18759,102213,18.35,4717,0.9,2888,1.47,1410564.19,33228.23,12,0,0.0
Promoção Relâmpago - Google,Design,Google Ads,2023-10-30,2023-11-16,9203.24,10654,59792,17.82,4512,2.04,2119,4.34,627664.69,6720.04,0,0,1.99
Anúncio Institucional - Instagram,Automações,Instagram Ads,2023-03-01,2023-03-19,5833.42,10796,61538,17.54,1894,3.08,833,7.0,1547928.55,26435.52,23,0,0.0
Remarketing - WhatsApp,Design,WhatsApp,2024-02-04,2024-03-05,4521.05,1767,13309,13.28,800,5.65,119,37.99,17879.19,295.47,0,0,2.89
Lançamento Produto - Facebook,Design,Facebook Ads,2023-12-29,2024-01-29,4820.08,31903,175174,18.21,8341,0.58,1146,4.21,1539624.36,31841.88,0,0,0.91
Lançamento Produto - TikTok,Tráfego Pago,TikTok Ads,2024-10-13,2024-12-06,6898.96,3941,43858,8.99,1910,3.61,1610,4.29,2805112.86,40559.94,0,0,0.0
Black Friday - Instagram,Copywriting,Instagram Ads,2024-12-12,2025-01-15,5343.8,29095,350850,8.29,7716,0.69,1671,3.2,390707.53,7211.42,0,0,11.77
Campanha de Engajamento - Instagram,Copywriting,Instagram Ads,2024-03-12,2024-05-08,2259.78,54687,273803,19.97,18775,0.12,14870,0.15,7018374.12,310477.76,0,0,13.24
Black Friday - WhatsApp,Automações,WhatsApp,2024-04-30,2024-05-20,579.96,23858,135369,17.62,10637,0.05,8728,0.07,13611399.9,2346854.95,14,0,0.0
Promoção Relâmpago - Facebook,Design,Facebook Ads,2024-07-04,2024-07-19,1040.94,3683,113908,3.23,189,5.51,168,6.2,306061.25,29302.39,0,0,6.3
Remarketing - Email,Copywriting,Email Marketing,2024-12-15,2024-12-28,7433.28,11900,179326,6.64,675,11.01,205,36.26,290061.38,3802.2,0,0,4.44
Remarketing - Google,Tráfego Pago,Google Ads,2024-05-01,2024-06-10,8471.98,31262,410266,7.62,5246,1.61,1148,7.38,1922302.45,22590.12,0,0,0.0
Campanha de Engajamento - Email,Social Media,Email Marketing,2024-02-13,2024-03-08,5536.53,89986,496444,18.13,8689,0.64,4865,1.14,8768254.38,158270.94,0,10,12.8
Promoção Relâmpago - Google,Tráfego Pago,Google Ads,2024-11-09,2025-01-06,3392.77,38087,256804,14.83,7924,0.43,1817,1.87,557513.3,16332.39,0,0,0.0
Promoção Verão - Facebook,Automações,Facebook Ads,2024-05-01,2024-05-27,8590.27,28107,148810,18.89,12371,0.69,9490,0.91,17871917.7,207948.38,45,0,0.0
Campanha de Engajamento - WhatsApp,Copywriting,WhatsApp,2025-05-21,2025-06-28,7354.24,2955,28117,10.51,792,9.29,280,26.27,179682.68,2343.25,0,0,13.15
Anúncio Institucional - Facebook,Social Media,Facebook Ads,2023-07-08,2023-08-14,9363.02,56860,308630,18.42,4192,2.23,514,18.22,244942.57,2516.06,0,6,1.48
Captação de Leads - Email,Copywriting,Email Marketing,2024-08-05,2024-08-16,9135.92,51716,285149,18.14,5510,1.66,4077,2.24,446805.93,4790.65,0,0,11.21
Promoção Verão - WhatsApp,Design,WhatsApp,2024-04-28,2024-05-12,3550.08,60167,416187,14.46,22482,0.16,4485,0.79,1858059.0,52238.51,0,0,12.57
Promoção Verão - TikTok,Automações,TikTok Ads,2024-10-28,2024-12-09,3658.99,35097,245076,14.32,4455,0.82,4294,0.85,2132213.45,58173.28,3,0,0.0
Promoção Relâmpago - Email,Social Media,Email Marketing,2024-01-02,2024-02-24,6424.61,29907,162098,18.45,2318,2.77,823,7.81,898625.41,13887.24,0,15,4.07
Anúncio Institucional - Email,Design,Email Marketing,2025-04-29,2025-06-10,747.24,25168,390152,6.45,5604,0.13,4403,0.17,2000056.57,267559.2,0,0,4.39
Campanha de Conversão - Facebook,Copywriting,Facebook Ads,2023-06-11,2023-08-06,6008.83,12479,101670,12.27,2712,2.22,2569,2.34,3943359.72,65526.08,0,0,14.32
Remarketing - Instagram,Social Media,Instagram Ads,2023-08-14,2023-08-24,3715.48,18142,266763,6.8,2615,1.42,852,4.36,626974.15,16774.65,0,18,3.12
Natal Antecipado - Instagram,Tráfego Pago,Instagram Ads,2024-07-07,2024-08-30,891.94,4698,47983,9.79,2070,0.43,1664,0.54,1099244.54,123141.98,0,0,0.0
Natal Antecipado - Instagram,Social Media,Instagram Ads,2025-04-16,2025-04-29,5805.95,43594,235993,18.47,3614,1.61,165,35.19,166334.19,2764.89,0,1,0.1
Promoção Verão - Google,Social Media,Google Ads,2024-06-22,2024-07-09,6796.05,1788,38832,4.6,104,65.35,81,83.9,72278.85,963.54,0,30,5.53
Anúncio Institucional - WhatsApp,Copywriting,WhatsApp,2025-05-14,2025-07-07,8446.99,71515,470897,15.19,266,31.76,208,40.61,141820.77,1578.95,0,0,0.27
Campanha de Engajamento - Google,Design,Google Ads,2024-05-30,2024-07-25,2557.68,11328,204231,5.55,898,2.85,227,11.27,375107.32,14565.92,0,0,13.51
Promoção Relâmpago - Email,Tráfego Pago,Email Marketing,2023-03-30,2023-04-14,6659.02,10227,498115,2.05,4518,1.47,1698,3.92,2853261.16,42748.06,0,0,0.0
Promoção Relâmpago - Facebook,Social Media,Facebook Ads,2023-02-09,2023-02-22,1417.61,14678,131275,11.18,5077,0.28,607,2.34,574531.5,40428.18,0,6,2.15
Remarketing - Google,Design,Google Ads,2023-02-08,2023-04-07,8764.98,45150,441999,10.21,7706,1.14,6744,1.3,9419830.75,107371.22,0,0,9.99
Remarketing - Email,Tráfego Pago,Email Marketing,2024-02-29,2024-03-12,3129.61,1912,96272,1.99,740,4.23,540,5.8,678652.81,21584.9,0,0,0.0
Black Friday - WhatsApp,Automações,WhatsApp,2024-03-13,2024-05-07,1522.0,68826,348043,19.78,9353,0.16,6300,0.24,6139903.03,403310.19,36,0,0.0
Lançamento Produto - Instagram,Social Media,Instagram Ads,2025-06-05,2025-07-13,726.64,7150,89375,8.0,1900,0.38,1235,0.59,2152582.79,296137.86,0,5,4.68
Campanha de Engajamento - Google,Tráfego Pago,Google Ads,2025-02-15,2025-04-03,5700.67,6098,52229,11.68,675,8.45,325,17.54,463603.82,8032.44,0,0,0.0
Promoção Verão - Email,Tráfego Pago,Email Marketing,2025-06-22,2025-07-12,3510.86,33109,258153,12.83,14532,0.24,6150,0.57,11687995.31,332809.75,0,0,0.0
Campanha de Conversão - Facebook,Copywriting,Facebook Ads,2024-05-25,2024-07-21,2102.26,92181,498818,18.48,12348,0.17,9696,0.22,9580228.75,455610.94,0,0,5.89
Lançamento Produto - Email,Design,Email Marketing,2024-04-25,2024-06-14,5564.58,7077,35505,19.93,432,12.88,401,13.88,623365.62,11102.38,0,0,10.16
Captação de Leads - WhatsApp,Automações,WhatsApp,2024-02-25,2024-03-15,7762.18,57472,289072,19.88,20058,0.39,16729,0.46,8287813.17,106671.72,46,0,0.0
Promoção Relâmpago - Google,Social Media,Google Ads,2024-10-02,2024-11-02,4946.81,57699,323437,17.84,14613,0.34,6742,0.73,10435289.96,210849.88,0,15,4.75
Campanha de Conversão - TikTok,Social Media,TikTok Ads,2023-05-28,2023-07-20,3191.97,21596,112045,19.27,5107,0.63,3947,0.81,7382453.46,231182.04,0,25,3.27
Promoção Relâmpago - Instagram,Design,Instagram Ads,2023-12-04,2024-01-02,6973.95,10751,118387,9.08,3887,1.79,2544,2.74,1162346.16,16566.97,0,0,14.66
Campanha de Conversão - Instagram,Automações,Instagram Ads,2024-07-26,2024-08-21,1383.96,16482,134773,12.23,8105,0.17,7147,0.19,1334951.35,96358.81,12,0,0.0
Lançamento Produto - Email,Copywriting,Email Marketing,2023-07-16,2023-08-06,2712.35,76751,455291,16.86,14797,0.18,1761,1.54,1274684.93,46895.59,0,0,1.78
Anúncio Institucional - TikTok,Copywriting,TikTok Ads,2023-08-04,2023-09-21,8579.03,3140,15827,19.84,377,22.76,57,150.51,94799.69,1005.02,0,0,11.44
Remarketing - WhatsApp,Social Media,WhatsApp,2025-05-20,2025-07-17,4839.05,29911,159847,18.71,898,5.39,282,17.16,38452.02,694.62,0,11,9.59
Remarketing - Email,Copywriting,Email Marketing,2024-09-25,2024-11-14,9906.58,51306,449423,11.42,16385,0.6,9203,1.08,16953411.05,171032.83,0,0,11.65
Promoção Verão - Instagram,Automações,Instagram Ads,2024-08-14,2024-09-19,8780.95,14204,355656,3.99,2125,4.13,903,9.72,1191527.2,13469.46,50,0,0.0
Campanha de Engajamento - WhatsApp,Copywriting,WhatsApp,2025-04-09,2025-05-23,1747.6,9707,57000,17.03,4293,0.41,2500,0.7,4350573.33,248845.6,0,0,14.5
Natal Antecipado - Facebook,Tráfego Pago,Facebook Ads,2023-01-12,2023-02-24,5683.49,88512,476821,18.56,9010,0.63,601,9.46,534887.21,9311.25,0,0,0.0
Captação de Leads - TikTok,Tráfego Pago,TikTok Ads,2025-05-16,2025-06-09,4913.97,2979,20233,14.72,1195,4.11,977,5.03,987927.8,20004.47,0,0,0.0
Campanha de Conversão - Instagram,Copywriting,Instagram Ads,2025-04-03,2025-04-21,7379.12,456,8034,5.68,168,43.92,157,47.0,107738.04,1360.04,0,0,6.32
Campanha de Conversão - Facebook,Automações,Facebook Ads,2024-07-04,2024-08-07,968.38,58427,371188,15.74,17114,0.06,7477,0.13,5347255.02,552085.61,25,0,0.0
Black Friday - TikTok,Tráfego Pago,TikTok Ads,2023-02-12,2023-04-05,5666.1,24482,134201,18.24,6258,0.91,2803,2.02,337928.9,5864.05,0,0,0.0
Promoção Relâmpago - TikTok,Design,TikTok Ads,2024-08-26,2024-09-14,2023.64,33272,400368,8.31,1489,1.36,307,6.59,240489.2,11783.99,0,0,11.07
Black Friday - Instagram,Copywriting,Instagram Ads,2023-08-16,2023-10-15,6287.05,8414,400743,2.1,684,9.19,636,9.89,1058091.08,16729.69,0,0,4.1
Promoção Verão - Facebook,Design,Facebook Ads,2025-03-29,2025-04-06,1227.21,4048,325755,1.24,415,2.96,397,3.09,310827.94,25228.02,0,0,6.27
Captação de Leads - TikTok,Social Media,TikTok Ads,2025-06-26,2025-08-05,1364.75,21770,217090,10.03,8753,0.16,5987,0.23,10334988.95,757180.74,0,19,8.26
Campanha de Engajamento - Email,Design,Email Marketing,2023-04-19,2023-05-10,6527.34,48229,329310,14.65,9957,0.66,9195,0.71,16097963.67,246523.64,0,0,2.83
Campanha de Conversão - Instagram,Copywriting,Instagram Ads,2024-06-24,2024-08-12,1603.99,2978,100330,2.97,1114,1.44,656,2.45,323836.04,20089.41,0,0,14.51
Promoção Verão - Google,Copywriting,Google Ads,2024-08-23,2024-09-16,3790.28,4750,192102,2.47,1098,3.45,132,28.71,180274.62,4656.23,0,0,0.47
